id,turn,score
360871,1,21.938
360871,2,30.562
147745,1,18.219
289514,1,25.328
289514,2,22.766
289514,3,25.297
571790,1,21.766
544519,1,24.281
81971,1,28.969
565269,1,26.781
565269,2,22.219
565269,3,25.266
393243,1,24.25
573453,1,17.484
178572,1,20.844
3131,1,26.516
3131,2,21.562
3131,3,27.016
256884,1,26.062
256884,2,23.781
329847,1,22.125
329847,2,24.609
329847,3,17.25
393226,1,22.766
393226,2,27.156
393226,3,24.969
450129,1,23.0
450129,2,26.156
450129,3,21.078
463066,1,24.562
43425,1,23.531
43425,2,21.969
43425,3,24.094
142985,1,19.953
423391,1,27.891
393372,1,23.5
82679,1,26.969
353915,1,27.391
178928,1,22.234
178928,2,23.703
140043,1,21.094
10546,1,24.172
209923,1,24.672
209923,2,21.438
209923,3,24.047
282572,1,25.078
282572,2,24.25
282572,3,20.125
422328,1,25.859
422328,2,27.812
422328,3,18.828
104304,1,22.844
104304,2,24.344
104304,3,21.766
371643,1,19.344
371643,2,19.5
371643,3,23.359
354126,1,27.453
354126,2,27.469
354126,3,19.734
423935,1,29.5
423935,2,28.469
122927,1,24.719
122927,2,21.844
122927,3,23.375
532493,1,17.703
532493,2,18.688
532493,3,22.5
24629,1,24.859
235802,1,24.859
235802,2,22.734
458804,1,27.797
102171,1,27.438
181699,1,22.719
181699,2,31.0
181699,3,19.703
188612,1,27.281
466845,1,22.531
337180,1,33.094
337180,2,23.078
337180,3,22.297
58268,1,23.516
58268,2,23.375
58268,3,23.578
2585,1,19.797
2585,2,26.297
2585,3,21.812
490317,1,27.641
125106,1,23.234
125106,2,18.766
125106,3,24.797
382564,1,22.0
382564,2,22.625
100558,1,24.188
57350,1,27.328
57350,2,25.109
572804,1,31.219
572804,2,28.672
572804,3,23.828
480489,1,26.125
480489,2,19.234
86582,1,26.703
86582,2,26.047
86582,3,20.016
178403,1,21.453
178403,2,22.562
178403,3,20.25
11091,1,19.984
106772,1,25.266
106772,2,21.438
362944,1,25.625
362944,2,29.016
492077,1,22.906
332877,1,20.828
550349,1,21.172
550349,2,26.531
532810,1,29.266
272405,1,24.562
272405,2,23.25
272405,3,25.328
392837,1,24.688
392837,2,20.312
392837,3,25.438
531495,1,25.844
531495,2,23.047
205344,1,22.047
205344,2,20.0
70952,1,25.344
70952,2,19.719
70952,3,23.047
259097,1,18.719
259097,2,25.203
259097,3,22.219
172537,1,23.078
172537,2,20.906
172537,3,23.078
142585,1,22.828
273560,1,21.172
273560,2,26.688
273560,3,22.344
308192,1,23.078
308192,2,22.938
102625,1,18.359
102625,2,24.703
102625,3,23.5
25989,1,27.781
25989,2,24.906
25989,3,18.016
291861,1,26.875
311326,1,26.625
336015,1,22.203
336015,2,18.25
336015,3,25.797
153639,1,29.812
153639,2,23.75
153639,3,23.609
184384,1,27.938
509416,1,19.516
292451,1,23.188
292451,2,27.031
292451,3,17.188
219590,1,22.859
219590,2,25.859
67269,1,25.578
67269,2,24.922
333551,1,23.203
333551,2,21.531
333551,3,20.75
501972,1,26.062
501972,2,24.891
501972,3,19.922
221222,1,30.891
365258,1,22.078
365258,2,23.094
465545,1,27.828
581668,1,22.953
109776,1,22.594
109776,2,25.844
357903,1,21.953
357903,2,23.828
108871,1,25.062
108871,2,22.562
194956,1,25.016
194956,2,19.625
194956,3,19.641
520480,1,28.484
574250,1,24.828
450597,1,22.984
450597,2,22.828
450597,3,21.766
267300,1,27.703
267300,2,23.562
270650,1,24.828
215135,1,23.562
215135,2,26.156
215135,3,27.984
417814,1,23.734
452122,1,20.219
544114,1,25.297
544114,2,20.859
544114,3,27.203
98385,1,24.094
98385,2,25.953
98385,3,24.219
540816,1,24.797
356888,1,26.984
356888,2,23.016
356888,3,29.422
266961,1,22.734
266961,2,19.453
266961,3,28.359
853,1,24.125
853,2,21.078
853,3,23.422
145741,1,21.828
459272,1,22.734
459272,2,22.453
459272,3,22.172
510027,1,22.141
510027,2,26.5
510027,3,24.094
121612,1,19.656
206622,1,25.688
206622,2,26.828
206622,3,23.578
177572,1,26.172
177572,2,25.891
317806,1,21.562
317806,2,20.781
392687,1,24.25
392687,2,19.781
392687,3,20.75
313345,1,28.828
313345,2,26.922
422921,1,29.047
422921,2,25.828
422921,3,18.766
566041,1,23.812
566041,2,24.0
175584,1,28.578
175584,2,18.578
175584,3,26.797
13914,1,25.562
465825,1,21.266
80932,1,20.812
80932,2,20.375
456782,1,23.984
456782,2,22.547
456782,3,21.0
309,1,27.609
309,2,20.172
45999,1,21.359
45999,2,20.062
45999,3,18.812
560311,1,23.0
26735,1,26.422
26735,2,26.797
26735,3,24.906
543942,1,26.953
55458,1,21.438
515743,1,22.25
515743,2,23.672
293027,1,22.656
90145,1,25.297
140513,1,21.297
140513,2,26.969
319096,1,25.312
319096,2,26.094
393224,1,22.969
393224,2,22.766
122896,1,24.625
415314,1,25.984
415314,2,28.094
75065,1,24.344
75065,2,27.266
75065,3,19.406
483587,1,24.516
483587,2,19.781
393375,1,26.547
393375,2,22.078
341070,1,23.594
237569,1,26.828
237569,2,27.547
237569,3,25.75
253975,1,27.859
557105,1,24.969
557105,2,29.156
557105,3,21.312
77596,1,22.094
7730,1,25.203
7730,2,28.875
369969,1,24.578
369969,2,26.188
399759,1,25.922
399759,2,25.594
57357,1,25.906
57357,2,28.109
57357,3,23.156
553827,1,26.453
193680,1,26.047
358868,1,22.859
535902,1,23.297
302107,1,25.906
302107,2,19.609
158548,1,25.234
158548,2,27.219
458821,1,25.406
17320,1,24.234
17320,2,22.719
17320,3,23.516
491430,1,25.344
163114,1,25.312
163114,2,27.234
493074,1,26.672
493074,2,25.812
493074,3,22.281
417830,1,22.672
417830,2,16.656
417830,3,21.25
299200,1,24.5
299200,2,19.484
299200,3,18.547
134290,1,23.656
134290,2,23.469
234956,1,26.375
234956,2,24.688
234956,3,17.484
357220,1,22.734
102724,1,27.703
150812,1,28.828
308507,1,21.188
308507,2,24.578
308507,3,24.391
91839,1,22.656
142510,1,28.484
142510,2,22.438
187866,1,21.391
187866,2,22.547
96497,1,23.094
453302,1,21.734
410182,1,25.734
92009,1,25.828
92009,2,21.266
92009,3,23.141
29324,1,25.469
538741,1,23.438
538741,2,25.812
25139,1,29.797
465301,1,25.531
563122,1,23.828
563122,2,21.078
563122,3,24.281
426040,1,24.266
468505,1,26.125
100081,1,20.625
100081,2,23.453
100081,3,22.828
429011,1,25.25
429011,2,20.469
429011,3,20.969
204863,1,21.219
24585,1,19.188
254387,1,21.188
291614,1,24.234
291614,2,22.062
536073,1,28.641
536073,2,22.984
536073,3,25.75
129587,1,26.078
129587,2,20.172
129587,3,24.656
34,1,27.656
34,2,27.297
39480,1,21.188
134597,1,29.844
134597,2,24.141
6484,1,20.438
6484,2,23.109
6484,3,21.5
393271,1,27.703
417832,1,25.828
262161,1,29.344
262161,2,20.047
262161,3,21.797
529376,1,20.5
529376,2,25.234
529376,3,21.828
240967,1,27.219
240967,2,25.703
335479,1,22.25
249441,1,23.0
249441,2,23.547
158726,1,25.188
158726,2,23.469
221427,1,29.109
5434,1,22.906
5434,2,24.234
5434,3,21.266
270186,1,20.891
407550,1,27.641
315319,1,26.031
315319,2,25.609
49,1,21.109
49,2,20.141
49,3,18.453
106508,1,26.281
106508,2,24.047
148240,1,21.766
148240,2,22.219
50507,1,22.969
50507,2,23.859
409181,1,21.344
54492,1,21.484
54492,2,19.828
54492,3,22.062
359569,1,27.375
112286,1,25.406
112286,2,17.219
112286,3,14.984
294973,1,24.922
294973,2,24.578
294973,3,23.703
90192,1,22.672
90192,2,26.141
111376,1,28.297
475645,1,24.484
475645,2,23.641
229301,1,28.672
229301,2,27.312
229301,3,16.5
352426,1,21.0
352426,2,25.766
352426,3,18.344
416315,1,25.766
416315,2,22.953
189893,1,26.625
189893,2,21.875
7996,1,22.516
7996,2,22.172
7996,3,23.281
460254,1,20.953
147546,1,22.547
565012,1,25.922
565012,2,23.922
512576,1,24.391
512576,2,23.359
512576,3,24.328
204837,1,20.688
214848,1,26.672
214848,2,23.656
570297,1,25.719
357865,1,26.078
357865,2,27.5
357865,3,24.625
142400,1,21.938
142400,2,22.938
265748,1,26.859
265748,2,27.578
