id,turn,score
360871,1,21.906
360871,2,27.797
147745,1,18.188
289514,1,24.125
289514,2,21.938
289514,3,24.625
571790,1,21.719
544519,1,26.359
81971,1,27.906
565269,1,25.484
565269,2,21.062
565269,3,23.609
393243,1,26.062
573453,1,20.656
178572,1,21.828
3131,1,22.234
3131,2,22.234
3131,3,25.688
256884,1,24.469
256884,2,22.812
329847,1,20.859
329847,2,22.781
329847,3,20.25
393226,1,23.656
393226,2,23.891
393226,3,25.312
450129,1,23.047
450129,2,24.328
450129,3,21.625
463066,1,24.766
43425,1,23.719
43425,2,22.375
43425,3,22.094
142985,1,22.312
423391,1,26.031
393372,1,25.234
82679,1,24.234
353915,1,28.047
178928,1,22.906
178928,2,24.125
140043,1,22.453
10546,1,23.984
209923,1,24.562
209923,2,22.781
209923,3,24.906
282572,1,24.406
282572,2,22.828
282572,3,21.141
422328,1,23.562
422328,2,25.969
422328,3,19.703
104304,1,23.047
104304,2,24.016
104304,3,23.625
371643,1,20.891
371643,2,21.734
371643,3,22.812
354126,1,25.375
354126,2,26.875
354126,3,20.516
423935,1,27.672
423935,2,26.172
122927,1,24.453
122927,2,22.578
122927,3,24.734
532493,1,19.062
532493,2,20.719
532493,3,22.859
24629,1,26.75
235802,1,22.156
235802,2,24.375
458804,1,23.562
102171,1,26.25
181699,1,22.766
181699,2,28.203
181699,3,21.047
188612,1,25.0
466845,1,23.141
337180,1,29.844
337180,2,24.25
337180,3,23.078
58268,1,23.016
58268,2,24.0
58268,3,24.531
2585,1,22.484
2585,2,25.625
2585,3,22.656
490317,1,25.625
125106,1,23.938
125106,2,20.953
125106,3,20.5
382564,1,21.516
382564,2,23.656
100558,1,24.766
57350,1,25.469
57350,2,25.234
572804,1,29.969
572804,2,28.078
572804,3,25.484
480489,1,24.75
480489,2,25.094
86582,1,25.547
86582,2,26.344
86582,3,21.453
178403,1,23.219
178403,2,22.672
178403,3,21.953
11091,1,21.375
106772,1,26.562
106772,2,22.578
362944,1,23.688
362944,2,24.453
492077,1,25.609
332877,1,22.234
550349,1,19.75
550349,2,23.906
532810,1,28.328
272405,1,25.562
272405,2,25.562
272405,3,23.25
392837,1,23.891
392837,2,20.859
392837,3,24.297
531495,1,25.828
531495,2,21.875
205344,1,22.594
205344,2,20.375
70952,1,24.516
70952,2,21.172
70952,3,24.969
259097,1,20.516
259097,2,22.703
259097,3,23.109
172537,1,22.062
172537,2,22.109
172537,3,24.688
142585,1,20.734
273560,1,22.266
273560,2,26.859
273560,3,23.312
308192,1,23.484
308192,2,23.0
102625,1,21.625
102625,2,23.719
102625,3,23.656
25989,1,25.5
25989,2,24.578
25989,3,18.797
291861,1,24.984
311326,1,28.062
336015,1,21.781
336015,2,20.281
336015,3,22.781
153639,1,26.766
153639,2,24.828
153639,3,24.141
184384,1,25.312
509416,1,22.203
292451,1,21.469
292451,2,24.25
292451,3,20.156
219590,1,23.469
219590,2,25.938
67269,1,25.266
67269,2,23.984
333551,1,23.609
333551,2,23.375
333551,3,22.391
501972,1,26.422
501972,2,27.672
501972,3,21.625
221222,1,28.156
365258,1,22.812
365258,2,22.25
465545,1,27.281
581668,1,22.672
109776,1,23.438
109776,2,23.375
357903,1,20.75
357903,2,22.359
108871,1,23.062
108871,2,22.422
194956,1,23.984
194956,2,20.172
194956,3,19.922
520480,1,25.312
574250,1,23.344
450597,1,22.875
450597,2,24.406
450597,3,22.703
267300,1,25.141
267300,2,25.0
270650,1,26.203
215135,1,24.906
215135,2,24.781
215135,3,25.641
417814,1,23.609
452122,1,23.078
544114,1,23.344
544114,2,21.547
544114,3,25.906
98385,1,25.25
98385,2,22.719
98385,3,21.953
540816,1,25.844
356888,1,24.891
356888,2,22.297
356888,3,27.844
266961,1,22.719
266961,2,20.141
266961,3,26.734
853,1,22.609
853,2,20.844
853,3,22.562
145741,1,23.625
459272,1,21.453
459272,2,23.25
459272,3,23.062
510027,1,21.0
510027,2,25.812
510027,3,23.156
121612,1,20.703
206622,1,22.75
206622,2,26.297
206622,3,25.328
177572,1,26.422
177572,2,25.812
317806,1,23.156
317806,2,23.469
392687,1,22.781
392687,2,20.688
392687,3,22.656
313345,1,28.938
313345,2,27.25
422921,1,27.391
422921,2,26.688
422921,3,18.0
566041,1,26.828
566041,2,26.641
175584,1,28.141
175584,2,20.5
175584,3,23.781
13914,1,24.156
465825,1,22.562
80932,1,19.656
80932,2,22.109
456782,1,26.047
456782,2,22.422
456782,3,21.672
309,1,25.328
309,2,21.859
45999,1,22.781
45999,2,22.547
45999,3,20.422
560311,1,21.125
26735,1,25.625
26735,2,26.969
26735,3,24.234
543942,1,24.875
55458,1,21.672
515743,1,22.672
515743,2,22.766
293027,1,24.078
90145,1,23.062
140513,1,23.219
140513,2,27.828
319096,1,24.609
319096,2,25.156
393224,1,23.562
393224,2,24.031
122896,1,25.812
415314,1,25.297
415314,2,27.203
75065,1,23.75
75065,2,25.078
75065,3,23.672
483587,1,24.0
483587,2,21.891
393375,1,25.0
393375,2,21.156
341070,1,22.359
237569,1,23.703
237569,2,24.906
237569,3,24.125
253975,1,25.438
557105,1,24.016
557105,2,27.547
557105,3,18.875
77596,1,23.516
7730,1,24.641
7730,2,24.625
369969,1,23.094
369969,2,24.469
399759,1,25.906
399759,2,23.938
57357,1,25.062
57357,2,27.0
57357,3,24.859
553827,1,25.094
193680,1,25.578
358868,1,24.219
535902,1,26.297
302107,1,24.359
302107,2,20.906
158548,1,24.812
158548,2,25.656
458821,1,25.344
17320,1,23.656
17320,2,23.875
17320,3,23.062
491430,1,24.453
163114,1,22.969
163114,2,28.266
493074,1,25.281
493074,2,25.281
493074,3,21.906
417830,1,22.719
417830,2,20.688
417830,3,23.562
299200,1,23.859
299200,2,21.547
299200,3,20.0
134290,1,23.172
134290,2,23.766
234956,1,24.953
234956,2,24.016
234956,3,18.141
357220,1,23.0
102724,1,26.875
150812,1,27.562
308507,1,22.266
308507,2,24.0
308507,3,23.094
91839,1,23.312
142510,1,25.047
142510,2,22.938
187866,1,22.719
187866,2,24.625
96497,1,23.469
453302,1,21.281
410182,1,25.438
92009,1,24.406
92009,2,21.828
92009,3,25.297
29324,1,24.219
538741,1,24.891
538741,2,25.25
25139,1,27.422
465301,1,24.75
563122,1,23.844
563122,2,21.859
563122,3,23.219
426040,1,22.891
468505,1,23.922
100081,1,22.406
100081,2,25.484
100081,3,25.312
429011,1,24.844
429011,2,23.125
429011,3,22.234
204863,1,23.031
24585,1,21.875
254387,1,22.25
291614,1,25.469
291614,2,22.594
536073,1,25.656
536073,2,24.5
536073,3,24.594
129587,1,26.297
129587,2,20.344
129587,3,24.172
34,1,26.0
34,2,26.922
39480,1,22.609
134597,1,26.938
134597,2,24.188
6484,1,21.328
6484,2,23.484
6484,3,25.266
393271,1,22.938
417832,1,23.844
262161,1,27.594
262161,2,21.641
262161,3,22.344
529376,1,21.641
529376,2,23.344
529376,3,23.016
240967,1,27.469
240967,2,23.422
335479,1,22.172
249441,1,22.578
249441,2,23.906
158726,1,24.766
158726,2,23.5
221427,1,28.703
5434,1,24.609
5434,2,24.531
5434,3,22.984
270186,1,21.844
407550,1,26.203
315319,1,25.25
315319,2,25.891
49,1,21.938
49,2,21.188
49,3,20.797
106508,1,24.891
106508,2,23.844
148240,1,22.016
148240,2,22.047
50507,1,23.344
50507,2,24.516
409181,1,20.719
54492,1,22.094
54492,2,20.656
54492,3,21.469
359569,1,26.281
112286,1,23.781
112286,2,19.578
112286,3,19.141
294973,1,26.578
294973,2,22.922
294973,3,23.109
90192,1,23.828
90192,2,25.906
111376,1,26.016
475645,1,24.797
475645,2,24.344
229301,1,26.25
229301,2,24.969
229301,3,20.188
352426,1,22.484
352426,2,25.438
352426,3,20.453
416315,1,26.484
416315,2,22.766
189893,1,26.234
189893,2,23.844
7996,1,22.344
7996,2,22.656
7996,3,25.047
460254,1,22.203
147546,1,22.156
565012,1,23.922
565012,2,22.828
512576,1,24.703
512576,2,24.484
512576,3,24.031
204837,1,22.938
214848,1,26.375
214848,2,23.344
570297,1,24.891
357865,1,24.422
357865,2,27.766
357865,3,25.766
142400,1,21.781
142400,2,22.031
265748,1,25.984
265748,2,26.562
265748,3,23.688
398575,1,23.188
398575,2,24.922
398575,3,21.281
15653,1,26.422
475195,1,26.625
475195,2,28.906
519172,1,23.875
519172,2,21.125
519172,3,23.938
376859,1,25.672
395040,1,20.438
130518,1,23.312
130518,2,24.797
403265,1,26.172
403265,2,23.016
403265,3,25.703
580685,1,22.938
580685,2,21.609
580685,3,22.531
207833,1,28.344
334809,1,23.391
381199,1,24.844
381199,2,27.0
177824,1,25.766
177824,2,22.688
177824,3,26.422
129062,1,21.484
129062,2,20.438
129062,3,27.109
203920,1,25.031
184184,1,23.969
184184,2,26.422
428304,1,23.344
428304,2,26.672
31749,1,26.281
524924,1,23.484
524924,2,23.672
524924,3,21.844
