id,turn,score
360871,1,21.859
360871,2,26.609
147745,1,18.859
289514,1,24.438
289514,2,21.938
289514,3,24.562
571790,1,21.922
544519,1,26.219
81971,1,28.281
565269,1,25.828
565269,2,21.188
565269,3,23.969
393243,1,25.688
573453,1,20.406
178572,1,21.141
3131,1,22.156
3131,2,21.797
3131,3,26.0
256884,1,24.469
256884,2,22.609
329847,1,20.844
329847,2,22.828
329847,3,19.469
393226,1,23.547
393226,2,23.719
393226,3,25.281
450129,1,23.297
450129,2,24.922
450129,3,21.344
463066,1,24.875
43425,1,23.703
43425,2,22.484
43425,3,21.844
142985,1,21.781
423391,1,26.219
393372,1,24.891
82679,1,24.078
353915,1,27.734
178928,1,23.297
178928,2,23.875
140043,1,22.016
10546,1,23.906
209923,1,24.797
209923,2,22.828
209923,3,24.797
282572,1,24.562
282572,2,22.891
282572,3,21.578
422328,1,23.672
422328,2,25.844
422328,3,18.312
104304,1,22.797
104304,2,24.062
104304,3,23.625
371643,1,20.859
371643,2,20.531
371643,3,22.062
354126,1,25.344
354126,2,27.469
354126,3,21.391
423935,1,27.781
423935,2,25.906
122927,1,24.422
122927,2,22.516
122927,3,24.5
532493,1,19.0
532493,2,20.719
532493,3,22.688
24629,1,25.812
235802,1,22.297
235802,2,24.438
458804,1,23.703
102171,1,25.984
181699,1,22.656
181699,2,27.547
181699,3,21.078
188612,1,25.141
466845,1,23.016
337180,1,28.875
337180,2,23.781
337180,3,22.938
58268,1,22.422
58268,2,23.469
58268,3,23.969
2585,1,22.109
2585,2,25.688
2585,3,22.109
490317,1,25.766
125106,1,24.453
125106,2,20.438
125106,3,20.219
382564,1,21.547
382564,2,23.688
100558,1,25.0
57350,1,25.188
57350,2,25.281
572804,1,29.359
572804,2,27.922
572804,3,24.797
480489,1,24.5
480489,2,24.484
86582,1,26.078
86582,2,26.859
86582,3,21.328
178403,1,23.031
178403,2,22.75
178403,3,21.812
11091,1,21.547
106772,1,26.406
106772,2,22.609
362944,1,23.719
362944,2,23.859
492077,1,26.25
332877,1,22.484
550349,1,19.906
550349,2,24.172
532810,1,28.484
272405,1,25.547
272405,2,25.641
272405,3,23.75
392837,1,23.922
392837,2,20.859
392837,3,24.234
531495,1,25.25
531495,2,21.812
205344,1,23.297
205344,2,20.562
70952,1,24.188
70952,2,21.531
70952,3,24.766
259097,1,20.344
259097,2,23.172
259097,3,23.109
172537,1,22.703
172537,2,22.406
172537,3,24.375
142585,1,20.422
273560,1,22.219
273560,2,26.734
273560,3,22.688
308192,1,23.656
308192,2,23.281
102625,1,21.344
102625,2,23.531
102625,3,23.703
25989,1,25.406
25989,2,24.625
25989,3,18.438
291861,1,25.484
311326,1,27.859
336015,1,21.875
336015,2,20.422
336015,3,22.906
153639,1,25.906
153639,2,24.328
153639,3,23.625
184384,1,25.391
509416,1,22.375
292451,1,21.531
292451,2,24.828
292451,3,20.594
219590,1,24.25
219590,2,26.438
67269,1,24.984
67269,2,23.859
333551,1,24.016
333551,2,23.75
333551,3,23.016
501972,1,25.922
501972,2,27.703
501972,3,22.062
221222,1,27.703
365258,1,22.734
365258,2,22.562
465545,1,27.094
581668,1,22.234
109776,1,23.906
109776,2,23.391
357903,1,21.125
357903,2,22.344
108871,1,22.844
108871,2,22.641
194956,1,23.547
194956,2,19.672
194956,3,20.234
520480,1,25.125
574250,1,23.375
450597,1,23.125
450597,2,23.875
450597,3,22.109
267300,1,26.406
267300,2,24.953
270650,1,26.094
215135,1,24.422
215135,2,24.547
215135,3,25.297
417814,1,23.719
452122,1,23.859
544114,1,22.656
544114,2,22.141
544114,3,25.094
98385,1,24.75
98385,2,23.203
98385,3,22.25
540816,1,25.828
356888,1,25.375
356888,2,23.203
356888,3,28.109
266961,1,22.812
266961,2,20.156
266961,3,26.797
853,1,22.578
853,2,21.016
853,3,22.453
145741,1,22.984
459272,1,21.594
459272,2,23.344
459272,3,22.688
510027,1,21.547
510027,2,25.469
510027,3,23.734
121612,1,20.734
206622,1,23.078
206622,2,26.281
206622,3,26.375
177572,1,26.188
177572,2,25.75
317806,1,22.703
317806,2,22.828
392687,1,22.688
392687,2,21.344
392687,3,22.188
313345,1,28.609
313345,2,27.484
422921,1,27.688
422921,2,26.984
422921,3,18.0
566041,1,26.625
566041,2,26.453
175584,1,28.547
175584,2,20.844
175584,3,24.203
13914,1,24.5
465825,1,22.734
80932,1,19.391
80932,2,22.016
456782,1,25.391
456782,2,22.203
456782,3,22.109
309,1,26.375
309,2,22.016
45999,1,22.453
45999,2,22.438
45999,3,19.953
560311,1,21.406
26735,1,25.625
26735,2,25.719
26735,3,24.125
543942,1,24.766
55458,1,21.75
515743,1,22.578
515743,2,22.688
293027,1,23.469
90145,1,22.797
140513,1,23.797
140513,2,28.188
319096,1,24.5
319096,2,24.531
393224,1,24.219
393224,2,23.984
122896,1,25.625
415314,1,25.438
415314,2,27.109
75065,1,23.484
75065,2,24.656
75065,3,23.359
483587,1,23.906
483587,2,21.922
393375,1,24.578
393375,2,22.406
341070,1,22.438
237569,1,23.75
237569,2,25.234
237569,3,24.219
253975,1,25.5
557105,1,24.359
557105,2,27.344
557105,3,19.312
77596,1,23.531
7730,1,24.797
7730,2,24.094
369969,1,23.25
369969,2,24.688
399759,1,26.641
399759,2,24.062
57357,1,25.547
57357,2,26.25
57357,3,24.328
553827,1,25.141
193680,1,25.312
358868,1,24.281
535902,1,26.078
302107,1,24.766
302107,2,20.734
158548,1,25.109
158548,2,25.578
458821,1,25.328
17320,1,23.938
17320,2,23.719
17320,3,22.828
491430,1,24.578
163114,1,23.156
163114,2,28.0
493074,1,25.938
493074,2,24.672
493074,3,21.641
417830,1,23.25
417830,2,21.156
417830,3,23.672
299200,1,23.844
299200,2,21.766
299200,3,19.781
134290,1,23.109
134290,2,23.375
234956,1,25.234
234956,2,23.953
234956,3,18.359
357220,1,23.422
102724,1,26.859
150812,1,27.547
308507,1,22.297
308507,2,23.953
308507,3,22.797
91839,1,22.969
142510,1,25.312
142510,2,23.234
187866,1,23.031
187866,2,24.672
96497,1,23.625
453302,1,21.391
410182,1,25.609
92009,1,23.797
92009,2,21.672
92009,3,24.344
29324,1,24.656
538741,1,25.281
538741,2,25.234
25139,1,27.766
465301,1,25.062
563122,1,24.016
563122,2,21.906
563122,3,23.234
426040,1,23.031
468505,1,24.062
100081,1,22.922
100081,2,25.734
100081,3,25.375
429011,1,23.453
429011,2,22.828
429011,3,21.891
204863,1,22.266
24585,1,22.219
254387,1,21.953
291614,1,24.766
291614,2,22.906
536073,1,25.562
536073,2,24.25
536073,3,24.141
129587,1,26.406
129587,2,20.062
129587,3,23.328
34,1,26.344
34,2,26.766
39480,1,22.906
134597,1,25.828
134597,2,24.953
6484,1,20.906
6484,2,23.172
6484,3,25.453
393271,1,22.797
417832,1,23.578
262161,1,27.453
262161,2,21.156
262161,3,21.875
529376,1,21.344
529376,2,23.328
529376,3,22.797
240967,1,26.812
240967,2,24.016
335479,1,21.609
249441,1,22.859
249441,2,24.25
158726,1,24.719
158726,2,24.094
221427,1,28.297
5434,1,24.438
5434,2,24.812
5434,3,23.078
270186,1,22.094
407550,1,25.984
315319,1,25.484
315319,2,25.734
49,1,22.297
49,2,20.688
49,3,20.719
106508,1,24.75
106508,2,23.797
148240,1,21.844
148240,2,22.156
50507,1,23.312
50507,2,24.172
409181,1,20.953
54492,1,21.781
54492,2,21.0
