,df1,df2,spearman_corr,spearman_p_value,pearson_corr,pearson_p_value
0,SC,x-clip_score,0.04012828961021582,0.593802703098411,0.06527005088549548,0.3853603732119695
1,PQ,x-clip_score,0.053868302426719444,0.4738802964910873,0.06700955271138166,0.37279608564582806
