,df1,df2,spearman_corr,spearman_p_value,pearson_corr,pearson_p_value
0,SC,viclip_score,-0.011372938021306463,0.8798980716566982,-0.01633547897415422,0.828179389182811
1,PQ,viclip_score,-0.1228608157245814,0.10132510006824358,-0.1213516952583222,0.10562237967589655
