id,turn,score
360871,1,22.703
360871,2,26.844
147745,1,17.797
289514,1,24.656
289514,2,22.266
289514,3,23.828
571790,1,24.016
544519,1,25.375
81971,1,27.891
565269,1,27.641
565269,2,21.812
565269,3,22.328
393243,1,25.719
573453,1,18.938
178572,1,23.109
3131,1,20.625
3131,2,21.578
3131,3,27.641
256884,1,24.938
256884,2,23.75
329847,1,23.062
329847,2,25.734
329847,3,20.297
393226,1,22.969
393226,2,26.781
393226,3,24.344
450129,1,26.516
450129,2,26.141
450129,3,23.297
463066,1,24.078
43425,1,23.453
43425,2,23.609
43425,3,25.125
142985,1,20.984
423391,1,27.75
393372,1,26.078
82679,1,24.234
353915,1,25.969
178928,1,23.922
178928,2,24.031
140043,1,20.688
10546,1,24.344
209923,1,26.234
209923,2,23.344
209923,3,24.359
282572,1,26.172
282572,2,24.266
282572,3,21.125
422328,1,23.531
422328,2,27.359
422328,3,22.109
104304,1,21.125
104304,2,21.688
104304,3,24.094
371643,1,20.844
371643,2,22.828
371643,3,22.594
354126,1,26.922
354126,2,23.688
354126,3,21.078
423935,1,25.906
423935,2,25.031
122927,1,24.828
122927,2,20.203
122927,3,25.406
532493,1,18.094
532493,2,19.906
532493,3,23.688
24629,1,27.703
235802,1,25.047
235802,2,21.938
458804,1,26.719
102171,1,25.609
181699,1,23.875
181699,2,29.656
181699,3,20.844
188612,1,23.828
466845,1,22.875
337180,1,28.984
337180,2,26.078
337180,3,25.641
58268,1,24.688
58268,2,26.188
58268,3,26.297
2585,1,21.031
2585,2,23.641
2585,3,22.688
490317,1,26.672
125106,1,22.891
125106,2,21.859
125106,3,21.703
382564,1,21.859
382564,2,25.5
100558,1,23.266
57350,1,25.734
57350,2,24.078
572804,1,30.328
572804,2,28.625
572804,3,27.516
480489,1,24.578
480489,2,24.141
86582,1,26.641
86582,2,26.688
86582,3,20.094
178403,1,22.203
178403,2,22.562
178403,3,25.531
11091,1,22.203
106772,1,23.766
106772,2,22.016
362944,1,23.547
362944,2,28.203
492077,1,23.875
332877,1,18.844
550349,1,22.078
550349,2,25.234
532810,1,27.766
272405,1,26.953
272405,2,24.719
272405,3,22.109
392837,1,25.594
392837,2,21.734
392837,3,24.75
531495,1,26.734
531495,2,21.906
205344,1,21.562
205344,2,21.656
70952,1,23.609
70952,2,20.312
70952,3,22.828
259097,1,20.594
259097,2,24.031
259097,3,23.172
172537,1,21.828
172537,2,20.375
172537,3,22.766
142585,1,22.75
273560,1,21.844
273560,2,27.578
273560,3,23.438
308192,1,26.938
308192,2,24.031
102625,1,21.375
102625,2,23.5
102625,3,23.594
25989,1,27.828
25989,2,22.172
25989,3,17.062
291861,1,27.391
311326,1,26.469
336015,1,23.562
336015,2,19.469
336015,3,22.969
153639,1,27.844
153639,2,26.766
153639,3,22.438
184384,1,26.469
509416,1,21.906
292451,1,24.562
292451,2,26.719
292451,3,18.812
219590,1,22.734
219590,2,27.828
67269,1,25.578
67269,2,23.141
333551,1,22.891
333551,2,20.969
333551,3,23.844
501972,1,28.734
501972,2,26.141
501972,3,20.609
221222,1,29.25
365258,1,21.375
365258,2,24.281
465545,1,25.266
581668,1,23.797
109776,1,19.594
109776,2,24.812
357903,1,24.0
357903,2,25.156
108871,1,22.875
108871,2,20.688
194956,1,23.953
194956,2,19.391
194956,3,20.734
520480,1,24.406
574250,1,25.125
450597,1,23.328
450597,2,23.781
450597,3,20.531
267300,1,24.266
267300,2,23.266
270650,1,23.406
215135,1,24.125
215135,2,24.984
215135,3,28.438
417814,1,25.859
452122,1,25.828
544114,1,27.047
544114,2,20.562
544114,3,25.156
98385,1,22.688
98385,2,25.188
98385,3,23.812
540816,1,28.0
356888,1,25.578
356888,2,25.438
356888,3,25.672
266961,1,23.156
266961,2,21.078
266961,3,27.562
853,1,25.797
853,2,19.922
853,3,24.75
145741,1,23.484
459272,1,23.688
459272,2,21.797
459272,3,21.906
510027,1,22.656
510027,2,24.906
510027,3,23.984
121612,1,20.609
206622,1,25.469
206622,2,28.25
206622,3,24.906
177572,1,26.656
177572,2,27.0
317806,1,21.453
317806,2,21.016
392687,1,26.906
392687,2,20.688
392687,3,21.828
313345,1,27.703
313345,2,26.797
422921,1,29.062
422921,2,28.734
422921,3,19.672
566041,1,28.953
566041,2,25.5
175584,1,27.172
175584,2,19.047
175584,3,25.219
13914,1,26.297
465825,1,21.188
80932,1,22.516
80932,2,23.594
456782,1,27.312
456782,2,24.719
456782,3,22.578
309,1,27.891
309,2,22.625
45999,1,20.391
45999,2,22.938
45999,3,19.875
560311,1,24.312
26735,1,27.312
26735,2,24.234
26735,3,25.828
543942,1,24.234
55458,1,21.969
515743,1,21.0
515743,2,24.922
293027,1,24.75
90145,1,26.328
140513,1,19.469
140513,2,28.406
319096,1,23.375
319096,2,26.359
393224,1,24.031
393224,2,23.188
122896,1,21.469
415314,1,23.875
415314,2,25.953
75065,1,25.203
75065,2,27.094
75065,3,20.281
483587,1,24.734
483587,2,19.703
393375,1,26.672
393375,2,25.641
341070,1,24.047
237569,1,25.078
237569,2,29.375
237569,3,26.562
253975,1,24.562
557105,1,22.797
557105,2,27.094
557105,3,20.484
77596,1,23.062
7730,1,23.812
7730,2,28.391
369969,1,26.391
369969,2,23.812
399759,1,25.078
399759,2,23.625
57357,1,28.953
57357,2,25.312
57357,3,23.0
553827,1,26.844
193680,1,26.578
358868,1,24.016
535902,1,22.484
302107,1,26.578
302107,2,21.312
158548,1,24.547
158548,2,26.172
458821,1,28.016
17320,1,25.156
17320,2,19.375
17320,3,23.609
491430,1,24.516
163114,1,26.734
163114,2,23.891
493074,1,22.266
493074,2,23.172
493074,3,21.359
417830,1,23.188
417830,2,19.766
417830,3,20.969
299200,1,21.172
299200,2,20.781
299200,3,20.422
134290,1,23.812
134290,2,23.594
234956,1,26.266
234956,2,23.781
234956,3,19.5
357220,1,23.75
102724,1,23.25
150812,1,28.547
308507,1,23.156
308507,2,22.953
308507,3,24.078
91839,1,23.875
142510,1,25.547
142510,2,22.609
187866,1,23.391
187866,2,25.734
96497,1,25.562
453302,1,23.016
410182,1,25.516
92009,1,26.797
92009,2,22.0
92009,3,23.188
29324,1,27.219
538741,1,23.234
538741,2,25.734
25139,1,27.531
465301,1,26.641
563122,1,23.688
563122,2,21.406
563122,3,27.078
426040,1,22.672
468505,1,24.938
100081,1,22.828
100081,2,24.891
100081,3,24.422
429011,1,26.141
429011,2,22.484
429011,3,21.609
204863,1,21.969
24585,1,21.031
254387,1,23.672
291614,1,21.062
291614,2,21.203
536073,1,24.453
536073,2,23.75
536073,3,25.734
129587,1,24.156
129587,2,20.781
129587,3,25.0
34,1,28.75
34,2,28.016
39480,1,20.578
134597,1,27.656
134597,2,27.688
6484,1,20.969
6484,2,23.578
6484,3,23.047
393271,1,22.266
417832,1,22.188
262161,1,30.203
262161,2,21.094
262161,3,24.188
529376,1,21.594
529376,2,22.766
529376,3,24.438
240967,1,27.641
240967,2,24.484
335479,1,22.266
249441,1,25.391
249441,2,23.781
158726,1,25.438
158726,2,25.5
221427,1,25.625
5434,1,23.75
5434,2,22.953
5434,3,22.031
270186,1,22.234
407550,1,25.859
315319,1,25.469
315319,2,25.312
49,1,22.281
49,2,23.672
49,3,18.797
106508,1,27.641
106508,2,25.0
148240,1,20.328
148240,2,20.172
50507,1,24.172
50507,2,24.016
409181,1,19.5
54492,1,22.609
54492,2,19.062
54492,3,20.797
359569,1,28.641
112286,1,24.062
112286,2,18.781
112286,3,17.734
294973,1,22.641
294973,2,23.844
294973,3,24.078
90192,1,24.016
90192,2,26.516
111376,1,26.5
475645,1,24.656
475645,2,24.469
229301,1,24.188
229301,2,23.844
229301,3,19.391
352426,1,22.328
352426,2,28.422
352426,3,19.156
416315,1,25.578
416315,2,25.984
189893,1,27.0
189893,2,21.328
7996,1,20.938
7996,2,22.188
7996,3,22.672
460254,1,22.984
147546,1,22.656
565012,1,24.938
565012,2,23.875
512576,1,27.875
512576,2,23.797
512576,3,26.375
204837,1,20.875
214848,1,26.172
214848,2,23.922
570297,1,27.203
357865,1,24.812
357865,2,25.516
357865,3,24.391
142400,1,23.719
142400,2,22.969
265748,1,25.75
265748,2,26.328
265748,3,17.812
398575,1,22.203
398575,2,22.703
398575,3,20.125
15653,1,27.047
475195,1,24.516
475195,2,27.391
519172,1,23.5
519172,2,19.016
519172,3,21.938
376859,1,24.312
395040,1,19.688
130518,1,26.938
130518,2,26.016
403265,1,26.234
403265,2,21.078
403265,3,23.797
580685,1,23.578
580685,2,18.469
580685,3,23.516
207833,1,28.891
334809,1,23.312
381199,1,23.109
381199,2,26.672
177824,1,25.875
177824,2,23.391
177824,3,26.172
129062,1,21.094
129062,2,20.781
129062,3,26.984
203920,1,29.0
184184,1,22.094
184184,2,27.75
428304,1,24.406
428304,2,26.016
31749,1,27.375
524924,1,23.828
524924,2,24.953
524924,3,21.828
190360,1,24.266
190360,2,23.031
190360,3,24.156
381112,1,25.719
381112,2,23.797
381112,3,22.172
182759,1,21.031
182759,2,22.219
182759,3,21.688
44437,1,23.875
44437,2,25.906
151,1,20.375
480776,1,23.438
480776,2,22.734
50151,1,24.953
50151,2,23.531
50151,3,24.312
211860,1,22.594
211860,2,20.688
