id,turn,score
360871,1,22.594
360871,2,26.328
147745,1,17.609
289514,1,24.312
289514,2,22.641
289514,3,23.656
571790,1,23.703
544519,1,25.359
81971,1,27.438
565269,1,27.453
565269,2,22.078
565269,3,22.188
393243,1,26.094
573453,1,19.266
178572,1,22.969
3131,1,19.281
3131,2,20.969
3131,3,28.438
256884,1,25.812
256884,2,24.094
329847,1,22.719
329847,2,25.234
329847,3,20.125
393226,1,22.969
393226,2,26.703
393226,3,24.453
450129,1,26.875
450129,2,25.891
450129,3,23.922
463066,1,24.219
43425,1,23.25
43425,2,23.266
43425,3,25.25
142985,1,20.938
423391,1,28.062
393372,1,25.969
82679,1,23.766
353915,1,25.406
178928,1,23.359
178928,2,23.891
140043,1,20.734
10546,1,24.422
209923,1,25.578
209923,2,22.969
209923,3,24.453
282572,1,26.469
282572,2,23.938
282572,3,20.609
422328,1,23.578
422328,2,27.547
422328,3,22.109
104304,1,21.281
104304,2,21.172
104304,3,23.609
371643,1,21.25
371643,2,22.156
371643,3,21.922
354126,1,26.109
354126,2,24.734
354126,3,20.328
423935,1,24.547
423935,2,23.75
122927,1,24.938
122927,2,19.953
122927,3,25.109
532493,1,17.812
532493,2,19.656
532493,3,23.438
24629,1,28.5
235802,1,24.812
235802,2,21.562
458804,1,26.016
102171,1,26.109
181699,1,23.234
181699,2,29.219
181699,3,20.5
188612,1,23.469
466845,1,22.656
337180,1,28.812
337180,2,26.359
337180,3,25.969
58268,1,24.172
58268,2,25.438
58268,3,25.672
2585,1,21.188
2585,2,22.875
2585,3,22.312
490317,1,26.359
125106,1,22.672
125106,2,21.281
125106,3,21.656
382564,1,22.203
382564,2,25.094
100558,1,23.25
57350,1,26.281
57350,2,23.891
572804,1,30.297
572804,2,28.781
572804,3,27.312
480489,1,23.859
480489,2,24.828
86582,1,26.312
86582,2,25.938
86582,3,20.25
178403,1,22.078
178403,2,22.359
178403,3,25.188
11091,1,22.047
106772,1,23.266
106772,2,22.094
362944,1,23.484
362944,2,27.547
492077,1,22.906
332877,1,18.859
550349,1,22.312
550349,2,24.906
532810,1,27.156
272405,1,27.062
272405,2,23.906
272405,3,21.984
392837,1,26.0
392837,2,21.641
392837,3,25.062
531495,1,27.031
531495,2,22.938
205344,1,21.484
205344,2,21.906
70952,1,23.547
70952,2,20.141
70952,3,22.109
259097,1,20.391
259097,2,23.844
259097,3,23.391
172537,1,21.562
172537,2,20.422
172537,3,22.734
